ID,POL,SPA,PoS,score
2795,wielościan,actor,nouns,0.0
2796,obszar,zona,nouns,5.35
2797,kampus,universidad,nouns,3.45
2798,oddzielać,salir,verbs,0.15
2799,pewien,seguro,adjectives,3.75
2800,dwukrotnie,múltiple,adverbs,1.1
2801,szybkość,enviar,nouns,0.2
2802,dziecko,chico,nouns,3.95
2803,słuchać,obedecer,verbs,1.35
2804,pojemnik,botella,nouns,2.25
2805,bankier,abogado,nouns,0.9
2806,odkryć,explorar,verbs,3.2
2807,król,príncipe,nouns,1.8
2808,szlochać,llorar,verbs,4.65
2809,przestępstwo,fraude,nouns,3.65
2810,hymn,biblia,nouns,0.6
2811,brudny,pegajoso,adjectives,1.65
2812,akceptować,creer,verbs,1.4
2813,artykuł,libro,nouns,1.0
2814,miska,cola,nouns,0.1
2815,klub,marca,nouns,0.45
2816,plakat,papel,nouns,1.7
2817,powieść się,fallar,verbs,0.1
2818,tani,sucio,adjectives,0.05
2819,homofon,fotófono,nouns,0.45
2820,skomplikowany,sencillo,adjectives,0.1
2821,zezwalać,dejar,verbs,5.3
2822,opowieść,tema,nouns,0.85
2823,wychodzić,aparecer,verbs,0.55
2824,wysokość,conversión,nouns,0.55
2825,balon,bañera,nouns,0.05
2826,brat,padre,nouns,0.4
2827,menadżer,líder,nouns,3.65
2828,zachód słońca,amanecer,nouns,0.45
2829,wyobrażać sobie,crear,verbs,1.85
2830,głęboko,principalmente,adverbs,0.7
2831,jeździć,barajar,verbs,0.3
2832,przekonanie,valor,nouns,1.95
2833,dziecinny,tonto,adjectives,2.2
2834,naprzykrzać się,ofender,verbs,1.75
2835,kościół,coro,nouns,1.1
2836,cenny,sagrado,adjectives,1.45
2837,egzotyczny,raro,adjectives,4.3
2838,posiadłość,escultor,nouns,0.35
2839,oczywisty,perceptible,adjectives,3.1
2840,rok,cumpleaños,nouns,1.1
2841,stulecie,década,nouns,0.7
2842,ogon,posterior,nouns,2.85
2843,parasol,calibre,nouns,0.1
2844,książka,materia,nouns,1.2
2845,straszny,triste,adjectives,0.35
2846,walczyć,morder,verbs,0.75
2847,wielce,increíblemente,adverbs,0.7
2848,witamina,plancha,nouns,0.8
2849,szeroki,fresco,adjectives,0.1
2850,facet,semental,nouns,0.7
2851,pistolet,amanecer,nouns,0.0
2852,rękodzieło,tradición,nouns,0.75
2853,myśleć,recuerda,verbs,1.15
2854,dziewczyna,chico,nouns,0.6
2855,rozdział,cola,nouns,0.05
2856,okno,tobillo,nouns,0.05
2857,flaga,polo,nouns,0.3
2858,budka,teléfono,nouns,1.25
2859,konieczny,importante,adjectives,3.85
2860,mapa,cuadrado,nouns,0.2
2861,zapoczątkować,descubrir,verbs,2.2
2862,wygięty,derecho,adjectives,0.15
2863,inteligentny,tonto,adjectives,0.3
2864,pojawić się,volverse,verbs,1.2
2865,zorganizowany,desorganizado,adjectives,0.05
2866,tradycja,artesanía,nouns,0.75
2867,region,zona,nouns,4.5
2868,podbój,batalla,nouns,2.3
2869,opinia,creencia,nouns,3.15
2870,historiograf,historiador,nouns,2.45
2871,niepewny,colérico,adjectives,0.6
2872,negocjacja,diplomacia,nouns,2.5
2873,zgadzać się,discrepar,verbs,0.4
2874,konstytucja,emperador,nouns,0.6
2875,palec,palma,nouns,1.05
2876,szczerze,generalmente,adverbs,0.7
2877,filozof,carreras,nouns,0.15
2878,koń,potro,nouns,3.15
2879,prędki,veloz,adjectives,5.3
2880,wiedzieć,comprender,verbs,2.95
2881,wybór,opinión,nouns,0.9
2882,światło,teclado,nouns,0.25
2883,bal,disfraz,nouns,0.3
2884,encyklopedia,diccionario,nouns,2.25
2885,przewidywać,determinar,verbs,1.95
2886,powiadamiać,informar,verbs,5.35
2887,źrebak,caballo,nouns,3.15
2888,normalnie,anormalmente,adverbs,0.1
2889,melodia,ritmo,nouns,2.7
2890,bezradny,necesitado,adjectives,1.6
2891,pozdrawiać,reunirse,verbs,0.6
2892,wada,sistema,nouns,0.15
2893,niezdecydowany,neutral,adjectives,1.95
2894,tworzyć,imaginar,verbs,1.85
2895,okno,nube,nouns,0.35
2896,brać,robar,verbs,1.1
2897,gwałtowny,radical,adjectives,2.1
2898,pies,caballo,nouns,0.55
2899,zachować,conservar,verbs,4.25
2900,udowodnić,explicar,verbs,1.95
2901,kończyna,pierna,nouns,4.35
2902,kupować,paga,verbs,1.65
2903,szampan,whisky,nouns,1.1
2904,wybór,capítulo,nouns,0.4
2905,uczyć,castigar,verbs,0.25
2906,holować,levantar,verbs,0.75
2907,zasada,convención,nouns,2.4
2908,rolnictwo,planta,nouns,0.6
2909,kierownictwo,administración,nouns,3.6
2910,świt,día,nouns,2.3
2911,dostać,adquirir,verbs,2.5
2912,różnić się,de acuerdo,verbs,0.15
2913,akceptować,estar de acuerdo,verbs,4.4
2914,tkanina,ropa,nouns,1.75
2915,żona,mujer,nouns,2.55
2916,mężczyzna,marido,nouns,1.95
2917,słownik,palabra,nouns,1.0
2918,stal,aleación,nouns,1.85
2919,tutaj,ahora,adverbs,1.5
2920,mężczyzna,centinela,nouns,1.0
2921,prawowity,ilegal,adjectives,0.1
2922,stary,fresco,adjectives,0.0
2923,mechaniczny,eléctrico,adjectives,0.8
2924,wspomagać,asistir,verbs,4.5
2925,węgiel,átomo,nouns,1.35
2926,program,comida,nouns,0.05
2927,smagać,golpear,verbs,3.8
2928,nienormalnie,normalmente,adverbs,0.1
2929,uciec,encontrar,verbs,0.15
2930,wędrować,escalar,verbs,1.0
2931,śmieszny,triste,adjectives,0.05
2932,legenda,moral,nouns,0.7
2933,burmistrz,presidente,nouns,1.9
2934,analizować,comparar,verbs,3.45
2935,moda,estilo,nouns,4.2
2936,niezły,mediocre,adjectives,0.2
2937,rzeźba,estatua,nouns,5.2
2938,płatność,moneda,nouns,1.9
2939,frustracja,enfado,nouns,4.25
2940,miecz,trono,nouns,0.25
2941,sztywny,fácil,adjectives,0.05
2942,ludzie,partido,nouns,0.65
2943,mięso,sangre,nouns,0.6
2944,chłopiec,hermano,nouns,1.4
2945,książka,literatura,nouns,2.95
2946,papier,póster,nouns,1.7
2947,prosty,difícil,adjectives,0.1
2948,usta,diente,nouns,1.15
2949,cukierek,canela,nouns,0.45
2950,planeta,luna,nouns,1.35
2951,ignorować,pedir,verbs,0.1
2952,kurtka,ropa,nouns,1.85
2953,mózg,nervio,nouns,0.85
2954,urządzenie,maceta,nouns,0.2
2955,niezwykły,único,adjectives,4.25
2956,zioło,marijuana,nouns,4.9
2957,sufit,catedral,nouns,0.45
2958,trzeźwy,borracho,adjectives,0.1
2959,potrzebujący,impotente,adjectives,1.6
2960,topić,disolver,verbs,2.85
2961,guma,menta,nouns,0.2
2962,kłamać,negar,verbs,1.05
2963,mech,hierba,nouns,1.6
2964,kruchy,frígido,adjectives,0.2
2965,miasto,pueblo,nouns,3.4
2966,odchodzić,deambular,verbs,1.0
2967,gotować,mezclar,verbs,0.7
2968,koniak,alcohol,nouns,2.55
2969,ostrożnie,peligrosamente,adverbs,0.15
2970,ostrożnie,cautelosamente,adverbs,4.4
2971,zakryty,descubierto,adjectives,0.15
2972,ogon,capítulo,nouns,0.05
2973,korona ,llave,nouns,0.15
2974,ramię,cuello,nouns,0.45
2975,płyta matka,placa base,nouns,2.75
2976,ubrany,cubierto,adjectives,2.4
2977,chemia,teoría,nouns,0.9
2978,pancernik,acorazado,nouns,3.65
2979,bok,fondo,nouns,0.7
2980,ozon,atmósfera,nouns,2.1
2981,ceremonia,celebracion,nouns,4.85
2982,żona,marido,nouns,1.1
2983,zniknąć,esfumarse,verbs,4.9
2984,zatrzymywać,prohibir,verbs,2.0
2985,szosa,tarea,nouns,0.1
2986,podnieść,recorrer,verbs,0.75
2987,niszczyć,salvar,verbs,0.05
2988,kostka,ventana,nouns,0.05
2989,piosenka ,balada,nouns,3.8
2990,polano,madera,nouns,3.9
2991,pręt,jaula,nouns,0.4
2992,schorzenie,infección,nouns,3.05
2993,kłócić się,quejarse,verbs,2.1
2994,łatwo,cómodamente,adverbs,2.8
2995,kultura,sociedad,nouns,1.6
2996,pękać,romper,verbs,2.8
2997,w domu,lejos,adverbs,0.05
2998,szuflada,ropa,nouns,0.8
2999,słodki,eléctrico,adjectives,0.0
3000,aplikant,solicitud,nouns,1.15
3001,walnąć,pellizcar,verbs,0.3
3002,słoń,brújula,nouns,0.05
3003,zespół,resistencia,nouns,0.05
3004,dziwaczny,normal,adjectives,0.1
3005,bezradny,vulnerable,adjectives,1.35
3006,młody,feliz,adjectives,0.2
3007,uczciwie,sinceramente,adverbs,4.9
3008,mięsień,brazo,nouns,1.35
3009,iluzja,realidad,nouns,0.2
3010,urodziny,año,nouns,1.1
3011,zasługiwać,ganar,verbs,1.35
3012,przestrzegać,escuchar,verbs,1.35
3013,kot,león,nouns,1.9
3014,badać,investigar,verbs,3.85
3015,mennica,museo,nouns,0.05
3016,naturalnie,tranquilamente,adverbs,0.7
3017,zanieczyszczenie,atmósfera,nouns,0.85
3018,obniżać,descender,verbs,2.1
3019,sprawiedliwość,tribunal,nouns,2.3
3020,cegła,pared,nouns,1.0
3021,ignorować,salir,verbs,0.9
3022,głowa,pie,nouns,0.4
3023,wąski,delgado,adjectives,3.65
3024,dysza,fluido,nouns,0.2
3025,brydż,tarjeta,nouns,0.5
3026,niezawodnie,aproximadamente,adverbs,0.7
3027,zezwalać,refutar,verbs,0.25
3028,kadencja,ritmo,nouns,1.75
3029,nabyć,unirse,verbs,0.5
3030,notatka,trabajo,nouns,0.65
3031,zachować,dar,verbs,0.45
3032,słuchać,aprender,verbs,0.75
3033,obszar,esquina,nouns,0.55
3034,obrzezanie,prepucio,nouns,1.6
3035,trunek,siglo,nouns,0.1
3036,telewizja,cine,nouns,1.6
3037,ludzie,globo,nouns,0.3
3038,szeroki,grande,adjectives,2.0
3039,cywilizacja,estilo de vida,nouns,0.9
3040,krzyż,monje,nouns,0.25
3041,piwo,bebida,nouns,2.45
3042,teoria,química,nouns,0.9
3043,pistolet,piel,nouns,0.05
3044,zwycięzca,gol,nouns,0.45
3045,robić,dejar,verbs,0.2
3046,sokół,águila,nouns,2.1
3047,słowo,pista,nouns,0.55
3048,giętki,modesto,adjectives,0.15
3049,napadać,agravar,verbs,0.95
3050,wyrzec się,dar,verbs,0.1
3051,brzydki,crudo,adjectives,0.7
3052,zwierzę,persona,nouns,0.2
3053,jasno,ligeramente,adverbs,0.15
3054,pomagać,pedir,verbs,0.25
3055,tłum,populacho,nouns,3.45
3056,kontrolować,detener,verbs,0.75
3057,biskup,musulmán,nouns,0.25
3058,obecność,ausencia,nouns,0.15
3059,lotnictwo,vuelo,nouns,2.1
3060,anatomia,biología,nouns,2.25
3061,spód,lado,nouns,0.7
3062,tajfun,ciclón,nouns,4.45
3063,oaza,libertad,nouns,0.4
3064,rozdział,elección,nouns,0.4
3065,zaświaty,purgatorio,nouns,2.35
3066,niebezpiecznie,cuidadosamente,adverbs,0.15
3067,bitwa,conquista,nouns,2.3
3068,infekcja,dolencia,nouns,2.45
3069,zadanie,isla,nouns,0.05
3070,informować,notificar,verbs,5.35
3071,świt,noche,nouns,0.2
3072,wysyłać,traer,verbs,0.5
3073,zima,verano,nouns,0.65
3074,tani,económico,adjectives,5.45
3075,prymitywny,grosero,adjectives,0.95
3076,biznes,industria,nouns,2.7
3077,pomocnik,profesor,nouns,0.7
3078,przestępca,criminal,nouns,4.85
3079,słaby,poderoso,adjectives,0.15
3080,artykuł,diario,nouns,1.5
3081,zamieć,lluvia,nouns,0.85
3082,przybywać,salir,verbs,0.2
3083,iść,vender,verbs,0.05
3084,koń,yegua,nouns,2.9
3085,rozprawa,veredicto,nouns,2.55
3086,esej,libro,nouns,1.15
3087,sok,cuchara,nouns,0.1
3088,tępy,estúpido,adjectives,5.2
3089,rozumieć,saber,verbs,2.95
3090,wznosić,beber,verbs,0.1
3091,kierownictwo,trabajo,nouns,1.1
3092,awansować,promover,verbs,2.95
3093,wrzeszczeć,gritar,verbs,5.5
3094,zniechęcać,enfadar,verbs,1.0
3095,zabawiać,disfrutar,verbs,0.95
3096,dyskretnie,cortésmente,adverbs,1.55
3097,łkać,llorar,verbs,4.85
3098,porównywać,analizar,verbs,3.45
3099,działo,pistola,nouns,1.35
3100,północ,sur,nouns,0.35
3101,karać,enseñar,verbs,0.25
3102,zachować,pedir prestado,verbs,0.1
3103,zadanie,cañita,nouns,0.05
3104,wyruszyć,separar,verbs,0.15
3105,dojrzale,rectamente,adverbs,1.5
3106,sułtan,ministerio,nouns,0.35
3107,ubrania,paño,nouns,1.4
3108,lista,formación,nouns,1.05
3109,podłoga,techo,nouns,0.4
3110,gwałtowny,suave,adjectives,0.1
3111,syn,padre,nouns,1.35
3112,żołnierz,paz,nouns,0.3
3113,ptak,gallina,nouns,2.45
3114,neuroza,mente,nouns,1.05
3115,idealnie,mecánicamente,adverbs,0.4
3116,nerwowy,cierto,adjectives,0.05
3117,ballada,canción,nouns,3.8
3118,rosnąć,expandir,verbs,4.25
3119,winny,honesto,adjectives,0.05
3120,inteligencja,lógica,nouns,2.9
3121,płyn,boquilla,nouns,0.2
3122,szkodnik,pesticida,nouns,1.0
3123,przysięgać,prometer,verbs,4.9
3124,eksplorować,descubrir,verbs,3.2
3125,zapylanie,estambre,nouns,0.55
3126,warunek,pacto,nouns,2.15
3127,wyspa,tarea,nouns,0.05
3128,dzielić,unir,verbs,0.1
3129,długi,estrecho,adjectives,0.25
3130,przekonanie,flor,nouns,0.05
3131,sufit,suelo,nouns,0.4
3132,ustalać,organizar,verbs,4.0
3133,cynamon,caramelo,nouns,0.45
3134,niszczyć,matar,verbs,1.75
3135,kopać,herir,verbs,1.2
3136,organ,riñón,nouns,3.35
3137,gałęź,brazo,nouns,0.75
3138,bierny,violento,adjectives,0.1
3139,trawa,musgo,nouns,1.6
3140,koń,buey,nouns,1.5
3141,królowa,abeja,nouns,0.75
3142,schowek,ropa,nouns,0.85
3143,wołowina,carne,nouns,4.1
3144,bateria,energía,nouns,2.6
3145,pozostać,obtener,verbs,0.0
3146,atmosfera,ozono,nouns,2.1
3147,opary,nube,nouns,1.25
3148,praca,administración,nouns,1.1
3149,nieodpowiedzialny,inmaduro,adjectives,3.5
3150,bekon,desayuno,nouns,0.7
3151,obecnie,delicadamente,adverbs,0.0
3152,jednakowy,similar,adjectives,3.45
3153,nieukształtowany,uniforme,adjectives,0.35
3154,reżyser,cinematografía,nouns,1.6
3155,zapominać,ignorar,verbs,1.9
3156,sekretarka,mujer,nouns,1.1
3157,zwykle,irregularmente,adverbs,0.35
3158,ciastko,princesa,nouns,0.0
3159,zawstydzony,modesto,adjectives,1.05
3160,liść,árbol,nouns,1.0
3161,niesamowity,sucio,adjectives,0.0
3162,ciężki,grande,adjectives,1.0
3163,tłumaczyć,probar,verbs,1.95
3164,dziura,acuerdo,nouns,0.0
3165,duży,ancho,adjectives,2.0
3166,błyskotliwy,genial,adjectives,3.0
3167,chłopiec,niño,nouns,3.65
3168,nienawidzić,criticar,verbs,1.3
3169,tępy,enorme,adjectives,0.0
3170,poważnie,sinceramente,adverbs,2.2
3171,dać,mantener,verbs,0.45
3172,deputowany,oficial,nouns,1.5
3173,śmiały,orgulloso,adjectives,0.7
3174,koszykówka,béisbol,nouns,1.6
3175,niedokładnie,precisamente,adverbs,0.05
3176,szukać,encontrar,verbs,1.05
3177,pewnie,a veces,adverbs,0.45
3178,mnożenie,división,nouns,0.35
3179,teleskop,reunión creativa,nouns,0.0
3180,wydawać się,volverse,verbs,0.45
3181,drzwi,portón,nouns,4.45
3182,wino,alcohol,nouns,2.4
3183,złapać,perseguir,verbs,1.0
3184,wino,brandy,nouns,1.5
3185,celebrować,sorprender,verbs,0.7
3186,pchać,culpar,verbs,0.05
3187,bractwo,puerta,nouns,0.25
3188,personel,vocalista,nouns,0.3
3189,prywatny,público,adjectives,0.1
3190,cukier,miel,nouns,0.95
3191,łatwy,grande,adjectives,0.0
3192,dumnie,pacíficamente,adverbs,0.1
3193,deszcz,llovizna,nouns,4.0
3194,dobry,picante,adjectives,0.25
3195,uczeń,presidente,nouns,0.1
3196,nasienie,molino,nouns,0.8
3197,rzadko,a menudo,adverbs,0.4
3198,spekulować,apostar,verbs,2.65
3199,zaskoczyć,celebrar,verbs,0.7
3200,słowo,literatura,nouns,2.2
3201,młotek,dientes,nouns,0.05
3202,kaloryfer,sensor,nouns,0.65
3203,morze,delta,nouns,1.1
3204,odroczyć,terminar,verbs,0.35
3205,radzić,recomendar,verbs,4.05
3206,łyżka,jugo,nouns,0.1
3207,złapać,recibir,verbs,0.35
3208,tłumić,renunciar,verbs,1.3
3209,sól,agua,nouns,0.5
3210,niechlujny,feo,adjectives,0.95
3211,weekend,semana,nouns,1.55
3212,pozwalać,permitir,verbs,5.3
3213,autobus,taxi,nouns,1.65
3214,mydliny,burbuja,nouns,1.65
3215,rozprzestrzeniać się,crecer,verbs,4.25
3216,płaszcz,sombrero,nouns,0.6
3217,śmiać się,reirse,verbs,5.5
3218,zwykły,extraño,adjectives,0.1
3219,kot,perro,nouns,0.4
3220,pudełko,sombrero,nouns,0.25
3221,jard,pulgada,nouns,0.55
3222,weekend,raza,nouns,0.0
3223,dzień,noche,nouns,0.55
3224,świeży,nuevo,adjectives,4.25
3225,duchowy,incorpóreo,adjectives,3.95
3226,brudny,barato,adjectives,0.05
3227,chronić,defender,verbs,5.05
3228,futro,pistola,nouns,0.05
3229,koledż,clase,nouns,1.05
3230,uzyskać,adquirir,verbs,4.6
3231,nieregularnie,generalmente,adverbs,0.35
3232,prawdziwie,en tono rimbombante,adverbs,0.85
3233,łódź,ancla,nouns,1.0
3234,nastrój,emoción,nouns,3.65
3235,rower,piel,nouns,0.2
3236,plusk,viscosidad,nouns,0.45
3237,taksówka,autobús,nouns,1.65
3238,dochód,impuesto,nouns,0.55
3239,niezbędny,necesario,adjectives,5.25
3240,insekt,abeja,nouns,2.85
3241,papier,madera,nouns,0.95
3242,pasywnie,activamente,adverbs,0.15
3243,galeria,abogado,nouns,0.1
3244,trybunał,justicia,nouns,2.3
3245,odznaka,vaso,nouns,0.4
3246,ratować,destruir,verbs,0.05
3247,pokład,bote,nouns,1.6
3248,fonologia,pantalla,nouns,0.05
3249,złoto,zinc,nouns,0.85
3250,moda,modo,nouns,0.2
