ID,CMN,HEB,PoS,score
2846,小旅馆,מוטל,nouns,4.03
2847,河谷,נהר,nouns,1.46
2848,作证,לשפוט,verbs,0.59
2849,婴儿,בת,nouns,2.96
2850,文章,עיתון,nouns,1.99
2851,膝盖,זרוע,nouns,0.93
2852,枪,תעלול,nouns,0.15
2853,白天,שחר,nouns,2.37
2854,印象,אמונה,nouns,0.64
2855,培根,ארוחה,nouns,0.92
2856,椅子,מיטה,nouns,0.78
2857,侵蚀,ללבוש,verbs,0.39
2858,菜单,הזמנה,nouns,1.32
2859,新鲜,חדש,adjectives,3.75
2860,身体,לבנים,nouns,0.2
2861,帮助,להגן,verbs,1.29
2862,盒子,מקור,nouns,0.0
2863,打招呼,להיפגש,verbs,0.68
2864,下面,פסגה,nouns,0.55
2865,书,סיפור,nouns,2.38
2866,啤酒,שמפניה,nouns,2.33
2867,水平,ניקוד,nouns,0.81
2868,电车,רכבת,nouns,2.11
2869,理解,לקרוא,verbs,0.87
2870,卧室,אופניים,nouns,0.15
2871,指控,לשקר,verbs,0.54
2872,阳光,קרן,nouns,1.44
2873,精灵,מנורה,nouns,0.45
2874,部长,רב,nouns,0.55
2875,暴风雪,גשם,nouns,1.17
2876,上衣,כובע,nouns,1.19
2877,追逐,לעקוב,verbs,2.41
2878,国民,גדול,adjectives,0.35
2879,乐队,ליקר,nouns,0.0
2880,离开,להצטרף,verbs,0.68
2881,逮捕,לחשוד,verbs,0.58
2882,法律,לימודים,nouns,0.68
2883,白色,צר,adjectives,0.18
2884,哨兵,גבר,nouns,1.3
2885,狗,חתול,nouns,0.97
2886,放开,ללחוץ,verbs,0.45
2887,程序,אוכל,nouns,0.25
2888,电脑,מכונה,nouns,2.62
2889,骑,לרוץ,verbs,0.68
2890,人类学,ארכיאולוגיה,nouns,1.41
2891,智慧,אינטליגנציה,nouns,4.55
2892,笨,חכם,adjectives,0.55
2893,单身牢房,חדר,nouns,2.69
2894,煮,לאבד,verbs,0.0
2895,洗澡,מנזר,nouns,0.0
2896,戏法,גודל,nouns,0.0
2897,财富,עוני,nouns,0.5
2898,球状物,כדור,nouns,3.35
2899,走,להגיע,verbs,0.88
2900,谦逊,צנוע,adjectives,5.54
2901,学习,לחנך,verbs,2.08
2902,对乙酰氨基酚,ברונכיטיס,nouns,0.74
2903,精彩,מצוין,adjectives,4.26
2904,累,רעב,adjectives,0.68
2905,桥,קלף,nouns,0.88
2906,锁,מפתח,nouns,1.16
2907,任务,אישה,nouns,0.0
2908,毛,אקדח,nouns,0.0
2909,橙子,פרי הדר,nouns,3.19
2910,唱,לרחף,verbs,0.2
2911,眼泪,עין,nouns,0.97
2912,怒视,לפזול,verbs,0.93
2913,坏,מושחת,adjectives,2.51
2914,捕获,לתפוס,verbs,4.61
2915,走,למכור,verbs,0.05
2916,牛肉,בקר,nouns,3.35
2917,扫帚,אבק,nouns,0.83
2918,妻子,אמא,nouns,2.38
2919,说服,לנסות,verbs,0.92
2920,吞,לשתות,verbs,1.45
2921,神,טרף,nouns,0.05
2922,元,אנשים,nouns,0.05
2923,诚实地,לעולם לא,adverbs,0.0
2924,电动,מכני,adjectives,1.88
2925,紧张,מפוחד,adjectives,1.5
2926,一次,פעמיים,adverbs,1.17
2927,恳求,להתחנן,verbs,4.3
2928,年轻,שמח,adjectives,0.39
2929,微妙地,בקול רם,adverbs,0.2
2930,儿童,בן,nouns,3.44
2931,可笑,משעמם,adjectives,0.45
2932,酒,קוקטייל,nouns,2.98
2933,手提电脑,מחשב נישא,nouns,4.89
2934,焦躁不安,צעיר,adjectives,0.2
2935,探路者,קשת,nouns,0.24
2936,类别,כאוס,nouns,0.1
2937,小,עצום,adjectives,0.59
2938,门,כניסה,nouns,3.22
2939,心灵,חסר גוף,adjectives,2.17
2940,想,להחליט,verbs,0.68
2941,窗台,הר,nouns,0.2
2942,发现,לנבוע,verbs,0.48
2943,交换,תחליף,nouns,4.22
2944,基本上,לחלוטין,adverbs,0.78
2945,肌肉,זרוע,nouns,1.29
2946,毁灭,ליצור,verbs,0.68
2947,伞,קליבר,nouns,0.34
2948,老师,תלמיד,nouns,0.97
2949,奴隶,משרת,nouns,3.93
2950,球,סל,nouns,0.55
2951,凯旋,ניצחון,nouns,4.12
2952,能量,סוללה,nouns,1.92
2953,肉桂,ממתק,nouns,0.69
2954,大厅,מעבר,nouns,0.64
2955,开口,מרווח,nouns,3.62
2956,大致,בגסות,adverbs,1.41
2957,算术,קצב,nouns,0.15
2958,礼物,סופר,nouns,0.65
2959,不道德,פלילי,adjectives,2.19
2960,机械,חשמלי,adjectives,1.88
2961,市长,מנהיג,nouns,3.73
2962,同意,לקבל,verbs,3.26
2963,付款,עמלה,nouns,2.41
2964,有趣,רציני,adjectives,0.45
2965,母亲,רעיה,nouns,2.38
2966,正牙医生,רופא,nouns,4.7
2967,取得,לרכוש,verbs,3.58
2968,蔗糖,פחמימה,nouns,2.73
2969,出租车,טקסי,nouns,5.66
2970,读,להבין,verbs,0.87
2971,章节,לילה,nouns,0.05
2972,真诚地,לרוב,adverbs,0.05
2973,欠,להלוות,verbs,1.03
2974,通常,לעיתים נדירות,adverbs,1.03
2975,容器,עכבר,nouns,0.0
2976,美人,גיל,nouns,0.68
2977,屋,אסם,nouns,0.93
2978,微妙地,כרגע,adverbs,0.0
2979,自豪,חזק,adjectives,0.43
2980,年级,לימודים,nouns,1.35
2981,飞机,מסוק,nouns,2.67
2982,钟,דלת,nouns,0.55
2983,真实,שקרן,adjectives,0.55
2984,恶化,לנגב,verbs,0.0
2985,失去,לקבל,verbs,0.58
2986,金属,אלומיניום,nouns,2.6
2987,字典,אנציקלופדיה,nouns,2.06
2988,甘蔗,קומביין,nouns,0.25
2989,付款,לטפל,verbs,0.29
2990,汽车,אופניים,nouns,1.13
2991,受害者,טלפון,nouns,0.15
2992,大,גמיש,adjectives,0.24
2993,侵蚀,לאפשר,verbs,0.05
2994,巧妙,בבגרות,adverbs,0.82
2995,拒绝,לדחות,verbs,4.68
2996,幸运,מובך,adjectives,0.1
2997,湖,ביצה,nouns,0.92
2998,明亮地,מאוד,adverbs,0.15
2999,徽章,זכוכית,nouns,0.24
3000,信念,ערך,nouns,2.88
3001,通常,בכנות,adverbs,0.05
3002,演出,להצדיע,verbs,0.3
3003,责怪,לדחוף,verbs,0.38
3004,拥抱,לחנוק,verbs,0.35
3005,棚屋,מקלט,nouns,1.21
3006,阿姨,אחיין,nouns,0.79
3007,屋,שטיח,nouns,0.55
3008,地板,תקרה,nouns,0.65
3009,静脉,בחירה,nouns,0.04
3010,年,יום הולדת,nouns,1.02
3011,韵律,חשבון,nouns,0.15
3012,高速公路,כביש,nouns,3.96
3013,数学家,הצגה,nouns,0.05
3014,糟糕,רע,adjectives,3.77
3015,鸟,תרנגולת,nouns,1.87
3016,共和国,דוכס,nouns,0.45
3017,哭泣,לבכות,verbs,5.41
3018,协议,חור,nouns,0.0
3019,易损坏,נוקשה,adjectives,0.3
3020,连接,להפריד,verbs,0.68
3021,安全地,בזהירות,adverbs,2.33
3022,运气,שמחה,nouns,0.96
3023,警察,שריף,nouns,4.11
3024,发展,דשן,nouns,0.93
3025,坏,נורא,adjectives,3.77
3026,法庭,שופט,nouns,1.26
3027,饮食,תפוח,nouns,0.86
3028,段,עמוד,nouns,1.6
3029,从不,לאחר מכן,adverbs,0.44
3030,残酷,נחמד,adjectives,0.4
3031,理想地,באופן מציאותי,adverbs,0.59
3032,现实,הזיה,nouns,1.2
3033,杂,ישן,adjectives,0.0
3034,乐趣,משחק,nouns,0.88
3035,便宜货,אגורה,nouns,0.29
3036,云,סערה,nouns,1.51
3037,休会,לסיים,verbs,0.44
3038,智力,בורות,nouns,0.45
3039,钻石,כסף,nouns,1.1
3040,人,בלון,nouns,0.1
3041,纯,צנוע,adjectives,1.05
3042,警察,טייס,nouns,0.65
3043,元,מיליונר,nouns,0.6
3044,短,ארוך,adjectives,0.59
3045,极好,רע,adjectives,0.39
3046,流体,זרבובית,nouns,0.45
3047,新,לא משומש,adjectives,3.82
3048,冰雹,גשם,nouns,2.13
3049,马,כלב,nouns,1.06
3050,云,ערפל,nouns,2.62
3051,扼杀,להכריע,verbs,0.29
3052,优胜者,נוכחות,nouns,0.0
3053,容易,קשה,adjectives,0.55
3054,病理学,המטולוגיה,nouns,2.19
3055,布,פשתן,nouns,2.55
3056,看来,בוודאי,adverbs,1.21
