ID,CYM,SPA,PoS,score
2793,enillydd,hombre,nouns,0.45
2794,stopio,prohibir,verbs,3.15
2795,rhad,sucio,adjectives,0.0
2796,prin,raro,adjectives,4.0
2797,pathogen,germen,nouns,3.65
2798,sioe,matemático,nouns,0.05
2799,yn fras,seguramente,adverbs,0.6
2800,yn gyfeillgar,improbable,adverbs,0.0
2801,gwn,cañón,nouns,1.8
2802,pêl,esfera,nouns,3.45
2803,crwydro,buscar,verbs,1.35
2804,ffêr,codo,nouns,0.6
2805,swyddfa,obrero,nouns,0.45
2806,dyffryn,río,nouns,1.65
2807,yn ddigynnwrf,sutilmente,adverbs,1.2
2808,realiti,fantasía,nouns,0.45
2809,goruchafu,ganar,verbs,2.7
2810,dadlau,estar de acuerdo,verbs,0.3
2811,arbed,gastar,verbs,0.1
2812,enwogrwydd,riqueza,nouns,1.2
2813,therapi,behaviorismo,nouns,1.35
2814,stopio,advertir,verbs,1.0
2815,rhybuddio,detener,verbs,1.0
2816,trosedd,ataque,nouns,2.0
2817,trafferthu,agravar,verbs,0.9
2818,yn drist,locamente,adverbs,0.45
2819,tywysogaeth,ducado,nouns,2.2
2820,sleid,puntero,nouns,0.25
2821,cytuno,aceptar,verbs,3.3
2822,anghywir,preciso,adjectives,0.1
2823,damcaniaeth,teoría,nouns,4.3
2824,uchder,conversión,nouns,0.35
2825,haul,cielo,nouns,0.85
2826,arian cyfred,intercambio,nouns,1.1
2827,parasetamol,bronquitis,nouns,0.55
2828,wythnosol,mensual,adjectives,0.7
2829,gwaed,carne,nouns,0.8
2830,cân,historia,nouns,0.65
2831,mintys,museo,nouns,0.0
2832,cefndir,papel pintado,nouns,1.3
2833,dosbarthu,llevar,verbs,2.85
2834,mynd,vender,verbs,0.05
2835,cywilydd,culpable,adjectives,1.9
2836,eliffant,brújula,nouns,0.05
2837,myfyriwr,profesor,nouns,0.75
2838,methu,desalentar,verbs,0.6
2839,ffwr,visón,nouns,2.15
2840,tyfu,encoger,verbs,0.15
2841,deallusrwydd,visión,nouns,1.85
2842,ffenestr,techo,nouns,0.3
2843,dod yn,organizar,verbs,0.1
2844,gwn,truco,nouns,0.1
2845,nerf,intestino,nouns,0.5
2846,bryn,acantilado,nouns,1.65
2847,offeryn,trabajo,nouns,0.4
2848,gwahanu,salir,verbs,1.05
2849,gadael,permanecer,verbs,0.1
2850,perllan,avestruz,nouns,0.2
2851,botwm,ropa,nouns,0.8
2852,misol,semanal,adjectives,0.7
2853,barnwr,magistrado,nouns,3.75
2854,yn ddigynnwrf,firmemente,adverbs,1.0
2855,athro,médico,nouns,0.7
2856,ymddangos,volverse,verbs,1.1
2857,sinema,ópera,nouns,1.05
2858,trefnu,gestionar,verbs,5.2
2859,cwrw,alcohol,nouns,2.65
2860,llyncu,sorber,verbs,2.15
2861,yn anaml,a menudo,adverbs,0.45
2862,car,ascensor,nouns,0.25
2863,claddu,morir,verbs,1.05
2864,pen-glin,hueso,nouns,1.3
2865,llyfr,tema,nouns,0.55
2866,cofio,pensar,verbs,1.25
2867,cangen,brazo,nouns,1.25
2868,rhaniad,multiplicación,nouns,0.65
2869,hurt,listo,adjectives,0.1
2870,gwythïen,elección,nouns,0.0
2871,meddwl,recuerda,verbs,1.25
2872,drws,ventana,nouns,0.85
2873,senoffobia,racismo,nouns,4.0
2874,clyfar,tonto,adjectives,0.1
2875,syfrdanu,celebrar,verbs,0.5
2876,creulon,bonito,adjectives,0.05
2877,newyddion,chisme,nouns,2.45
2878,babi,adulto,nouns,0.4
2879,amddiffyn,matar,verbs,0.5
2880,ffuglen,biografía,nouns,0.35
2881,caffael,encontrar,verbs,1.35
2882,myfyriwr,alumno,nouns,5.2
2883,cyflawni,lograr,verbs,3.1
2884,archeoleg,antropología,nouns,1.35
2885,yn dawel,pasivamente,adverbs,0.95
2886,ofnadwy,malo,adjectives,2.95
2887,ceffyl,potro,nouns,3.35
2888,rhad,económico,adjectives,4.65
2889,hawdd,grande,adjectives,0.0
2890,bacwn,carne,nouns,2.1
2891,ennill,dominar,verbs,2.7
2892,degawd,siglo,nouns,0.55
2893,enfawr,tonto,adjectives,0.0
2894,neidio,cerca,nouns,0.2
2895,cysylltu,separar,verbs,0.1
2896,gwerthu,recordar,verbs,0.0
2897,llwyddo,realizar,verbs,3.1
2898,log,fórmula,nouns,0.5
2899,ysgol,derecho,nouns,0.55
2900,yn wahanol,normal,adjectives,0.45
2901,hela,buscar,verbs,2.05
2902,pylu,erosionar,verbs,1.7
2903,dod yn,hacer,verbs,0.25
2904,balch ,enfadado,adjectives,0.1
2905,bws,vehículo,nouns,2.75
2906,dwyn,dar,verbs,0.1
2907,diwylliant,sociedad,nouns,1.5
2908,gwadu,aceptar,verbs,0.15
2909,clo,llave,nouns,1.75
2910,niwtral,calma,adjectives,1.05
2911,emosiwn,estado animico,nouns,2.85
2912,yn beryglus,cuidadosamente,adverbs,0.2
2913,gwythïen,brazo,nouns,0.45
2914,gwefus,cadera,nouns,0.35
2915,dadelfennu,factorización,nouns,1.35
2916,asgwrn,codo,nouns,1.15
2917,cig,sándwich,nouns,0.55
2918,preifat,público,adjectives,0.15
2919,arnofio,cantar,verbs,0.0
2920,niwl,lluvia,nouns,1.3
2921,banciwr,abogado,nouns,1.1
2922,balch,triste,adjectives,0.15
2923,anfeidredd,cero,nouns,0.35
2924,meddyg,médico,nouns,4.95
2925,ceiniog,pago,nouns,1.4
2926,mynd i mewn,salir,verbs,0.15
2927,yn dawel,ruidosamente,adverbs,0.05
2928,cynorthwyo,pedir,verbs,0.4
2929,ofnus,inseguro,adjectives,2.05
2930,gweriniaeth,duque,nouns,0.15
2931,eisiau,desear,verbs,4.6
2932,syniad,opinión,nouns,3.3
2933,gwacáu,determinar,verbs,0.35
2934,yn hawdd,aproximadamente,adverbs,0.15
2935,bag,monedero,nouns,1.8
2936,dadansoddi,evaluar,verbs,4.25
2937,delwedd,reflexión,nouns,1.1
2938,aer,helio,nouns,2.05
2939,cyfreithiol,seguro,adjectives,1.15
2940,trwm,grande,adjectives,0.9
2941,beirniadu,odiar,verbs,0.95
2942,ynys,armada,nouns,0.3
2943,pensil,historia,nouns,0.55
2944,cul,amplio,adjectives,0.15
2945,eglwys,coro,nouns,0.9
2946,rheolaeth,trabajo,nouns,0.9
2947,lleihau,encoger,verbs,3.7
2948,o ddifrif,en tono rimbombante,adverbs,1.5
2949,hyder,yo,nouns,0.65
2950,blaengroen,circuncisión,nouns,1.45
2951,gludedd,chapoteo,nouns,0.45
2952,dawnsio,vestir,nouns,0.3
2953,lindys,gusano de seda,nouns,2.6
2954,cadw,poseer,verbs,2.7
2955,dynion,fraternidad,nouns,1.1
2956,ffa,arroz,nouns,0.95
2957,jin,whisky,nouns,1.4
2958,deintydd,ortodoncista,nouns,3.85
2959,chwilio,buscar,verbs,1.35
2960,penderfynu,escoger,verbs,4.15
2961,deallusrwydd,destreza,nouns,2.05
2962,corff,sangre,nouns,0.75
2963,dolen,cinturón,nouns,0.6
2964,o bosibl,con optimismo,adverbs,1.2
2965,môr,océano,nouns,4.1
2966,terfysg,dibujo,nouns,0.05
2967,hynafol,moderno,adjectives,0.1
2968,nos,capítulo,nouns,0.35
2969,awdur,novela,nouns,1.3
2970,oeraidd,frágil,adjectives,0.15
2971,alcohol,cerveza,nouns,2.65
2972,ysgubor,casa,nouns,0.6
2973,salwch,fiebre,nouns,2.8
2974,cydnabod,hablar,verbs,0.5
2975,bedd,renacimiento,nouns,0.65
2976,concwest,himno,nouns,0.15
2977,hysbysu,reconocer,verbs,0.85
2978,yfory,esta noche,adverbs,0.4
2979,dwyn,tomar,verbs,1.7
2980,cwpl,par,nouns,5.25
2981,syniad,imagen,nouns,1.25
2982,pledio,complacer,verbs,0.35
2983,amsugno,poseer,verbs,0.65
2984,gwerthu,estar de acuerdo,verbs,0.85
2985,reidio,barajar,verbs,0.3
2986,to,techo,nouns,4.6
2987,dyn,mujer,nouns,0.85
2988,caffael,unirse,verbs,0.5
2989,heddwch,felicidad,nouns,1.85
2990,disgybl,presidente,nouns,0.15
2991,enwaediad,prepucio,nouns,1.45
2992,yn amlwg,seguramente,adverbs,2.45
2993,ffabrig,ropa,nouns,2.05
2994,hydoddi,derretir,verbs,2.85
2995,mynd  ,venir,verbs,1.05
2996,gwthio,culpar,verbs,0.1
2997,unffurf,desformado,adjectives,0.3
2998,ewythr,tía,nouns,2.55
2999,pêl,voleibol,nouns,1.8
3000,sbeislyd,bueno,adjectives,0.0
3001,concwest,batalla,nouns,2.25
3002,teledu,actor,nouns,0.8
3003,yn ddarostyngedig,mal,adverbs,0.15
3004,hawdd,flexible,adjectives,1.5
3005,brwydro,jugar,verbs,0.3
3006,coginio,mezclar,verbs,0.95
3007,argyfwng,accidente,nouns,2.35
3008,yn rhyfedd,extraordinariamente,adverbs,3.2
3009,anwybyddu,imprimir,verbs,0.0
3010,corff,hombro,nouns,0.85
3011,sychder,agua,nouns,0.55
3012,dweud ar goedd,anunciar,verbs,4.45
3013,ale,calle,nouns,3.2
3014,gwyn,estrecho,adjectives,0.0
3015,fformiwla,ecuación,nouns,4.05
3016,cyfaddef,negar,verbs,0.1
3017,perfedd,nervio,nouns,0.5
3018,graff,gráfico,nouns,4.8
3019,cysuro,humillar,verbs,0.0
3020,yn swyddogol,fuertemente,adverbs,0.1
3021,darllen,comprender,verbs,1.1
3022,pothell,ilustración,nouns,0.0
3023,glân,sucio,adjectives,0.45
3024,caffael,recibir,verbs,3.25
3025,cydsyniad,moneda,nouns,0.15
3026,yn debygol,afirmativamente,adverbs,0.9
3027,gwely,hospital,nouns,0.7
3028,yn dynn,increíblemente,adverbs,0.0
3029,derbyn,estar de acuerdo,verbs,3.3
3030,cynghori,recomendar,verbs,4.3
3031,nerth,capacidad,nouns,2.35
3032,syniad,esquema,nouns,2.85
3033,cymryd,recibir,verbs,1.9
3034,nod,club,nouns,0.45
3035,seryddol,masivo,adjectives,1.0
3036,parêd,banda,nouns,1.45
3037,croes,monje,nouns,0.35
3038,cnoi,leer,verbs,0.0
3039,fioled,flor,nouns,1.7
3040,modd,moda,nouns,0.2
3041,cynffon,cuenco,nouns,0.1
3042,darllenydd,autor,nouns,0.6
3043,damwain,catástrofe,nouns,3.35
3044,gweithred,juego,nouns,0.8
3045,mynnu,discutir,verbs,1.25
3046,mynychu,reunir,verbs,0.55
3047,dysgu,castigar,verbs,0.3
3048,trefnu,volverse,verbs,0.1
3049,dirmygus,despreciativo,adjectives,3.75
3050,casglu,sacudir,verbs,0.2
3051,pêl,cesta,nouns,0.2
3052,tywysoges,novia,nouns,1.0
3053,codi,recorrer,verbs,0.7
3054,gallu,competencia,nouns,3.6
3055,neuadd,pasillo,nouns,0.4
3056,gwleidydd,presidente,nouns,1.75
3057,gwddf,nariz,nouns,0.45
3058,datgymalu,morir,verbs,0.4
3059,sigarét,tabaco,nouns,3.25
3060,bwlch,apertura,nouns,2.15
3061,capten,marinero,nouns,1.45
3062,perswadio,perseguir,verbs,0.4
3063,gwyliwr,hombre,nouns,0.75
3064,pinsio,dar un puñetazo,verbs,0.75
3065,meddw,sobrio,adjectives,0.15
3066,yn hael,amablemente,adverbs,3.1
3067,carreg,madera,nouns,0.5
3068,cywilydd,trastornado,adjectives,0.5
3069,pryd bwyd,cena,nouns,3.35
3070,proffwyd,sacerdote,nouns,1.3
3071,gwydr,cristal,nouns,1.9
3072,twp,tonto,adjectives,5.1
3073,gorsedd,espada,nouns,0.55
3074,gwybod,dar,verbs,0.25
3075,cafflo,engañar,verbs,4.0
3076,gwerthu,ir,verbs,0.05
3077,trydanol,dulce,adjectives,0.0
3078,sgriptiwr,televisión,nouns,0.7
3079,trefnu,recoger,verbs,1.2
3080,unig,pobre,adjectives,0.25
3081,amsugno,retirar,verbs,0.5
3082,arian,efectivo,nouns,4.2
3083,anodd,fácil,adjectives,0.1
3084,ewin,pulgar,nouns,1.35
3085,afal,dieta,nouns,0.8
3086,cyhoeddus,privado,adjectives,0.15
3087,cyfyngu,reducir,verbs,2.8
3088,radar,palanca de mando,nouns,0.25
3089,byth,raramente,adverbs,2.55
3090,maer,presidente,nouns,1.95
3091,dioddefwr,teléfono,nouns,0.0
3092,ansicr,necesitado,adjectives,0.75
3093,dadlau,grito,verbs,1.35
3094,ystafell ymolchi,cocina,nouns,0.75
3095,hanesyddiaethwr,historiador,nouns,2.8
3096,llinyn,puesta de sol,nouns,0.0
3097,yn ffyddlon,honestamente,adverbs,2.3
3098,fformiwla,tronco,nouns,0.5
3099,oren,cítrico,nouns,3.1
3100,iris,acetilcolina,nouns,0.2
3101,canser,enfermedad,nouns,3.0
3102,gŵr bonheddig,dama,nouns,0.75
3103,argymell,asesorar,verbs,4.3
3104,cinio,sopa,nouns,1.7
3105,salwch,infección,nouns,3.9
3106,ceffyl,perro,nouns,0.7
3107,dod yn,parecer,verbs,0.85
3108,morgrugyn,volar,nouns,0.25
3109,ewythr,hombre,nouns,1.65
3110,wal,ladrillo,nouns,1.25
3111,modryb,tío,nouns,2.55
3112,adeiladwaith,destrucción,nouns,0.2
3113,ymdrechu,ejecutar,verbs,0.5
3114,gwn,sargento,nouns,0.5
3115,yn wallgof,ruidosamente,adverbs,0.55
3116,braich,muñeca,nouns,1.15
3117,cwch,coche,nouns,0.7
3118,fel mater o drefn,normalmente,adverbs,4.1
3119,beiddgar,orgulloso,adjectives,0.6
3120,cebl,mago,nouns,0.0
3121,gwenith,cereal,nouns,1.95
3122,allanfa,puerta,nouns,1.8
3123,gynfad,costa,nouns,0.4
3124,cofleidio,exprimir,verbs,1.5
3125,diferu,verter,verbs,1.95
3126,nerfus,asustado,adjectives,2.85
3127,traeth,arrecife,nouns,1.15
3128,car,autopista,nouns,1.1
3129,cyfathrebu,idioma,nouns,1.9
3130,yn unffurf,a veces,adverbs,0.1
3131,sesiwn,paciente,nouns,0.35
3132,paraseicoleg,neuropsicología,nouns,1.55
3133,datgan,anunciar,verbs,4.05
3134,anaeddfed,irresponsable,adjectives,2.5
3135,parêd,multitud,nouns,1.95
3136,dewis,opinión,nouns,1.1
3137,gwyliau,calendario,nouns,0.95
3138,llwyddo,fallar,verbs,0.15
3139,arbed,proteger,verbs,2.65
3140,yn onest,sinceramente,adverbs,4.7
3141,tegan,cubo,nouns,0.55
3142,trychineb,accidente,nouns,3.35
3143,dyn,víctor,nouns,0.45
3144,oedolyn,bebé,nouns,0.4
3145,gelyniaeth,agresión,nouns,2.45
3146,tebyg,igual,adjectives,4.15
3147,deiet,ensalada,nouns,0.9
3148,dychryn,cazar,verbs,0.85
3149,siocled,tarta,nouns,0.85
3150,ewin,mano,nouns,1.05
3151,gên,hueso,nouns,1.05
3152,tywydd,nieve,nouns,1.0
3153,pêl-fas,baloncesto,nouns,1.8
3154,hir,estrecho,adjectives,0.35
3155,llyncu,beber,verbs,2.55
3156,anghyfreithlon,inmoral,adjectives,1.7
3157,brawd,alma,nouns,0.15
3158,gwawr,noche,nouns,0.35
3159,dod â,quejar,verbs,0.0
3160,dweud yn gyhoeddus,proclamar,verbs,4.05
3161,yn ystyrlon,profundamente,adverbs,1.8
3162,ymofyn,mirar,verbs,1.35
3163,cryptogram,símbolo,nouns,2.5
3164,niweidio,patear,verbs,1.45
3165,cyflwr,niño,nouns,0.05
3166,pen-blwydd,cita,nouns,1.3
3167,yn dawel,naturalmente,adverbs,0.8
3168,tyfu,incrementar,verbs,3.95
3169,hapus,enfadado,adjectives,0.1
3170,gwefrydd,disco,nouns,0.2
3171,troed,mano,nouns,0.75
3172,wagen,envase,nouns,0.0
3173,hurt,estúpido,adjectives,5.1
3174,ysgwydd,cuerpo,nouns,0.85
3175,cebl,capilla,nouns,0.0
3176,corff,pecho,nouns,1.05
3177,dosbarth,caos,nouns,0.15
3178,pêl-fasged,béisbol,nouns,1.8
3179,yn gywir,activamente,adverbs,0.9
3180,nenfwd,suelo,nouns,0.4
3181,llyn,nube,nouns,0.3
3182,tafod,garganta,nouns,0.75
3183,map,cuadrado,nouns,0.25
3184,yn annaturiol,negativamente,adverbs,1.25
3185,rhan,capítulo,nouns,4.75
3186,tramgwyddo,desalentar,verbs,0.7
3187,yn achlysurol,regularmente,adverbs,1.15
3188,trefnu,exigir,verbs,0.15
3189,wedi blino,hambriento,adjectives,0.6
3190,awyrennu,vuelo,nouns,2.65
3191,ymddwyn,obedecer,verbs,2.3
3192,cynllun,idea,nouns,2.85
3193,ysgwyd,remover,verbs,2.4
3194,gwellt,tarea,nouns,0.05
3195,yn heddychlon,caóticamente,adverbs,0.05
3196,cydio,apretar,verbs,2.35
3197,cyw iâr,cena,nouns,1.2
3198,mawr,pesado,adjectives,0.9
3199,oen,oveja,nouns,3.55
3200,bisged,princesa,nouns,0.0
3201,stôl,silla,nouns,3.05
3202,dilyniant,cámara,nouns,0.1
3203,difrifol,gracioso,adjectives,0.0
3204,presenoldeb,ganador,nouns,0.2
3205,ffrog,danza,nouns,0.3
